id,name,price,availability_365,reviews_per_month
9705958,"Comfy, family-friendly BedStuy apt",65,0,0.09
9706724,Cozy Apartment in Crown Heights,55,0,0.12
9707469,"Brooklyn Heights ""Tree House""",150,0,
9707498,"Sunny, Quiet Home in Brooklyn's Best Area (Legal)",120,180,3.6
9707531,Bright & Clean 1bed apt *PRIME* LES,160,0,0.05
9707671,Cozy Apartment,135,339,0.23
9707735,Entire 2 BR Williamsburg Apt (parking/near train),175,37,0.36
9708577,Miriams Place,300,297,2.06
9709428,Apt Williamsburg! Perfect location!,80,0,0.05
9709801,Large room,40,0,
9710169,Doorman 1 bedroom GYM Deck Luxury!5203,170,332,0.04
9710184,1 br Apt in Washington Heights,85,0,0.03
9710538,Beautiful apartment with a loft.,85,0,
9710620,1-bed Apt in Crown Heights,84,0,0.05
9711313,Cozy 4BD 2.5BR w/Jacuzzi & Parking,399,237,3.2
9711921,The Archive West Village,450,0,
9712126,••BEST Manhattan Downtown Location!••,140,270,2.46
9712682,Brownstone 1 BR with Huge Backyard,210,247,2.66
9712796,Charming Upper West Side 1BR Apt,135,0,
9712829,Light and Airy Loft in Williamsburg,200,0,0.42
9713045,Lovely and spacious 2BR/2 bath apt,200,0,3.47
9713048,Large Bedstuy/Bushwick Room,47,0,0.05
9713116,Cheerful 1BR Bed-Stuy Apartment with Cat,50,0,0.03
9713594,Cozy roof top apartment,95,342,0.21
9713626,Meatpacking - Luxury Brownstone,280,0,0.14
9713934,Beautiful Apartment in the heart of Brooklyn,50,0,0.13
9713997,Extra BR in dreamlike soho loft,200,365,0.83
9714004,Spacious and Bright Two Bedroom Bedroom Apartment.,197,0,0.46
9714870,Lovely Brooklyn Garden Apt,120,0,0.12
9714880,Brooklyn Artist Loft-Style,60,0,
9715404,1 Bedroom in the Upper East Side,100,0,
9715759,nice small room in upper east side,84,0,
9715891,"Rooftop, Doorman, Luxury Building",200,0,
9715973,Amazing view midtown studio,150,0,0.02
9716234,Cozy with Great location !!!,35,352,2.45
9716437,Chill Gramercy Flat,195,34,0.43
9717662,"Serene, Spacious Bedroom in 2BR Apt",37,0,
9717766,Cozy studio,200,0,
9720768,"Midtown Times Square bright room, private bath",125,226,3.29
9720809,Centrally located Times Square large room,100,248,2
9724452,Small cozy studio WashingtonHeights,70,0,
9725232,"LUX Prospect Park Historic 1BR near 2,5,Q&B trains",125,155,3.54
9725508,"Super Quiet, Your Oasis",123,246,0.27
9726043,Family apt w/ junglegym-bed for kids,95,59,0.12
9726143,"Huge 1-Bedroom, A+ Midtown Location",199,0,0.02
9726720,"Sunny, modern apt on Prospect Park",125,0,
9727332,"Bedroom in Brooklyn, NYC",45,0,0.02
9728168,*Manhattan Luxury Apt - Walk to TSQ,189,0,0.09
9728203,Sunny Room in heart of Crwn Heights,50,0,0.02
9728739,Luxury private room near Times Sqr,120,8,
9730117,Carriage House Loft with Fireplace,250,365,0.32
9730432,Quiet Apartment in Sunset Park.,95,251,1.72
9730784,Private Space in Lower East Side,140,0,0.12
9731039,Studio/Office in heart of Sunnyside,99,0,
9731134,Peaceful Bohemian Studio,120,247,0.81
9731178,Spacious duplex in Bed Stuy,35,0,0.05
9731739,2BR - TIMES SQUARE - MODERN,195,0,0.68
9732432,2nd floor bedroom in Bushwick house,35,0,0.02
9732612,LARGE TRIBECA LOFT WITH ROOF DECK,250,0,0.02
9732834,"Sunny,Cool,Greenpoint apartment...",70,0,0.05
9733138,Large 1BR with yard in Williamsburg,140,0,
9733227,Huge Modern Apartment Williamsburg,159,0,0.1
9733280,"Quiet, 1 Bedroom, Patio, Gramercy",149,0,0.33
9733741,Best Neighborhood Brand New 1 BDRM!,180,328,2.98
9734068,"1 BED ROOM ACCOMMODATION 4, 5 GUEST",110,250,4.58
9735503,Full 1BR+Balcony 17min to Midtown,100,0,0.05
9735931,Private room in spacious apartment,50,0,0.26
9735957,Unique Duplex Loft Private Roof,425,54,0.64
9736071,COOL STUDIO IN THE HEART OF MIDTOWN,195,0,
9736123,Spacious 1BR with river view in the heart of NYC,260,34,0.35
9736227,TIMES SQR 3 BR Modern+NYC Center,499,0,0.09
9736600,Furnished Apartment in Morningside,75,0,
9737064,Amazing 2 BR apt in West Village,250,16,0.08
9737153,Spacious new and luxurious apartment!,350,0,0.12
9737362,Spacious 2B apt - KipsBay Manhattan,275,0,0.08
9737516,Awesome Williamsburg Apartment,325,0,
9737840,2 Bedrooms & 2 Bathrooms Apt in Hell's Kitchen,300,261,6.12
9738193,Private Room in Gorgeous Loft Space,75,365,0.12
9738605,Bedford Palace,100,0,
9739888,One room in a 4 bedroom apaprtment.,45,0,
9740010,PRIVATE STUDIO: L TRAIN WATERFRONT,146,200,4.8
9740150,Bright and Cosy bedroom,89,0,0.44
9740264,Bright Studio in Harlem Near Trains,75,0,0.44
9740386,Chic 1 BR in Meatpackiing,175,0,
9745297,Big Bedroom in Huge Loft Apartment,75,0,0.02
9745484,"Sun-filled 1 Bdrm, Above Subway",102,18,0.52
9746225,"Sunny, clean, contemporary Soho Apt",250,0,
9746604,Stylish 2BR ★ Sleeps 6 ★ C.Park,190,237,2.74
9747059,"UWS, Close to Park, Shops, Transpor",120,0,
9747647,Big and sunny room in Greenpoint,70,0,0.02
9747682,"Private, Serene, Exposed Brick Realness Brownstone",63,60,2.77
9748012,"Lovely, 2BR sun filled apartment",100,0,0.02
9748877,4 person private room in Spanish Harlem,130,76,1.52
9749211,Studio- Prime East Village Location,140,0,
9749603,New York artistic house &Queens,65,0,
9750139,Sunset Retreat - Charming Oasis,90,364,1.84
9750308,Bushwick artist den: 1 min to L train AC +backyard,46,0,0.42
9750406,Bushwick studio,72,0,
9751043,☆ Easy Access To The Best Of Brooklyn ☆,115,89,3.38
9752005,A Quiet Room in the West Village,90,239,2.4
9752053,"Private room in Greenpoint, BK",65,0,
9753018,1200 SQFT Open Loft Williamsburg,250,0,0.19
9753240,Sun-drenched SoHo Duplex Loft,1000,326,0.23
9753443,Big Studio W/ Prive Patio +Amenity,159,0,0.1
9754436,Awesome room in 2br design Apartment in LES,99,333,0.56
9754751,Large 1 Bedroom Apartment,100,0,0.09
9754968,Sunny Manhattan Apartment!!,250,35,0.32
9755074,Parkside Brooklyn Brownstone,120,0,0.12
9755384,Private queen room - Hell's Kitchen,80,0,0.02
9755479,Beautiful 1BR NYC,300,0,
9755785,"540 Main Street, Apt 428",45,0,0.02
9756236,Quiet and large one bedroom,200,0,
9756258,Room for Female-Upper West Side,65,0,0.05
9756612,Cute space in Manhattan,70,0,
9756729,Bright new apt in a luxury building,60,0,
9756996,Perfect West Village Apartment,240,0,
9757018,Cozy room in a big house!,50,0,0.05
9757167,1 Full Size Bed with Bike Rental,100,0,0.03
9757351,Two Bedroom next to Central Park,200,0,0.03
9757762,Cute Apartement in Williamsburg,180,0,
9757875,NY Queens Penthouse Share = 1LOFT aka Queens' Loft,65,320,0.18
9758041,Spacious Williamsburg Beauty,130,321,1.2
9758320,NYC Hamilton Heights Apartment,125,0,
9758378,Prospect Heights/Park slope condo next to the Park,250,319,0.34
9758735,1 Bedroom Holiday Sublet in Bklyn,70,0,
9759444,Beautiful apartment in Park Slope,100,0,0.14
9759525,Central Park South Artist's Studio,90,0,0.08
9759592,5 minutes to JFK airport bed/bath -room A,90,180,1.26
9759704,Lovely Lofted Artist's Room,31,0,0.05
9759957,One Bedroom in Washington Heights,45,0,0.05
9760401,Modern apt by lincoln square,188,0,
9765011,Cute Apartment Near Prospect Park,39,278,0.17
9765276,Private Room Near Prospect Park,39,346,0.3
9765762,"Room w/ private bathroom, entrance",85,0,0.02
9765897,BRIGHT & QUIET BEDROOM IN CLINTON HILL BROWNSTONE,40,0,0.06
9765944,SUNNY BEDROOM IN BROOKLYN BROWNSTON,75,0,
9766228,Deluxe Williamsburg Apartment,200,0,0.02
9766922,Spacious Uptown bedroom,88,0,
9767424,Brooklyn's Finest - ML,130,252,1.57
9767864,Owl's Landing- The Loft,40,324,3.67
9768159,Large Room in Morningside Heights,65,0,
9768199,Unique & Whimsical-Entire 1-BRM Apt UWS,129,0,0.14
9768313,Luxury doorman building w amenities,500,0,
9768333,"Spacious 1BD, City View, Near Train",125,0,
9768360,"Quiet, clean, modern 1-bed/1-bath",100,0,0.16
9768492,BROOKLYN 2 BEDROOM,100,0,0.05
9768765,Room in quiet Brooklyn home,24,0,0.02
9769423,Garden Apartment at House on 11th,160,342,1.63
9769817,Eclectic space in Prime Williamsburg,125,0,0.31
9770041,Two Bedroom In Williamsburg,205,0,0.19
9770249,WOW! Luxury East Village 3 Bed | 1 Bath Apt,750,47,2.22
9770459,Private room in Bed Stuy brownstone,75,189,0.5
9771893,Irving place -Elevator  Doorman 1 bed - 5152,150,282,0.04
9772152,Quaint West Chelsea Studio near it all. 3,195,280,1.19
9772486,Williamsburg 2000sqft,477,358,0.03
9772539,Sky VieW Doorman Gym Pool!5171,275,332,0.02
9773158,"The Spring St Residence,SoHo -Perfect For Families",699,37,
9773384,Captivating rooftop apartment,180,0,
9775055,"Relaxing, Clean Room in Brooklyn",60,0,0.02
9775146,"Comfy 2BR + Outdoor patio/ Subway 2,3",128,256,0.31
9775237,Spacious high-rise 1BD with an INCREDIBLE view!,140,0,0.16
9775296,"Sunny, quiet Crown Heights apt",98,0,0.12
9775397,Apartment at the St.Regis Hotel,1200,0,
9776054,Christmas and New Years in NYC,800,178,0.76
9777387,East village lovely bedroom!,130,23,3.08
9777504,Industrial Williamsburg Loft with Awesome Rooftop!,325,179,1.73
9777601,Sunny East Village Apartment,200,0,
9777669,Charming 1 BD in Washington Heights,125,0,
9777883,cozy harlem room,62,0,
9778049,PRIVATE STUDIO Central Park West,144,0,0.8
9778407,Beautiful Room...15 min to NYC,90,0,
9778579,LES sweet bedroom (Female only),45,0,0.05
9778583,Private room in HUGE Apartment!,75,0,0.02
9778855,Room in Modern Bushwick Townhouse,85,0,0.57
9778978,upper manhattan rivervie new studio,50,0,0.03
9779136,Cozy Room in heart of Crown Heights,50,0,0.02
9779228,Sunny Winter Union Square Sublet,86,0,
9779960,Brooklyn NY min away from Manhattan,60,205,0.4
9785516,Beautiful Luxury Manhattan 3bed/2bath!,372,17,0.54
9785847,Heart of Williamsburg 1 BD,75,0,0.02
9786021,"Beautiful & spacious room, Brooklyn",60,0,0.02
9786182,Lovely room in Harlem,29,16,1
9786398,LOCATION! Private room with yard.,85,345,2.08
9786543,Private bdrm in bedstuy brownstone,60,251,0.38
9786769,Large Upper West Side apartment,124,0,
9787107,Sunny private room in Spanish Harlem,90,0,0.45
9787590,,300,0,
9787634,Studio in Upper East Side,70,0,0.07
9788114,Large Private Garden Apartment in Townhouse,87,211,3.11
9788141,Bedroom in UWS,100,0,0.02
9789339,"BIG and Comfortable apt, by Park!",55,173,0.19
9789350,Cozy 1 Bedroom in Upper East Side,139,0,0.6
9790098,Bedroom in UWS 118th st,200,0,
9790355,Heart of Manhattan's  West Village,300,0,
9790462,Room in Spacious good vibes home,50,0,0.05
9790748,Doorman 2 bed 1.5 Ba! Sky view!5173,260,336,0.3
9790995,Cozy room around Union Square,120,0,0.08
9791355,Beautiful studio in Gramercy Park,110,0,
9791362,Cozy Room in Heart of Williamsburg,50,0,
9792286,Private room in East Village Apt.,90,86,4.31
9792315,Sunny Astoria 2BR with Porch!,225,0,
9792323,Brand New Studio!! UNITED NATIONS!!,83,331,0.09
9792367,Crown Heights Room Winter Sublet,30,0,0.1
9792720,Semi-Private Room Next to TimeSqare,65,0,0.02
9793213,Room in Williamsburg Flatshare,60,0,
9793465,Cozy Apartment in Spanish Harlem,140,0,0.03
9793542,Stunning SoHo 1400sqft LOFT/DUPLEX on Best Street,799,365,0.4
9793665,Modern Apt in Thriving W'Burg,330,0,
9793676,3 Bed Apt - 63rd St and Madison,1100,0,
9794077,Bright Private Greenpoint Room,75,0,
9794251,400 sq foot studio east village,140,0,
9794364,Large Room in Manhattan Duplex,100,0,1.02
9794402,Cute Apartment - heart of Astoria,100,0,0.02
9794825,Cozy Room in Hell's kitchen,110,0,
9795890,Room in a loft in Tribeca,75,0,0.02
9795958,Cute 1 Bedroom in Hells Kitchen,150,0,
9796155,"Sublet Room in Bushwick, Brooklyn",90,0,
9796737,Private Room in lower east side NYC,70,0,0.05
9797293,East Harlem Holiday Stay,85,0,
9797510,Idyllic Greenwich Village Apartment,150,0,
9798242,Sunlit Private Rm Btwn Times Sq/Central Park/HK,145,139,1.19
9800247,East Village Bedroom in Duplex!,77,0,
9802654,Lovely apartment in West Village,200,0,
9804243,Beautiful large bedroom in Brooklyn,60,0,0.13
9804299,Private room in Williamsburg,70,0,0.02
9804368,Local and authentic in Chelsea,365,257,2.37
9804516,High rise apartment with Central Park views!,180,0,0.08
9804814,Cozy Midtown East apt,230,0,
9804849,1 private BR in prime location,79,0,
9805128,Spacious Cosy Room with Queen Bed,49,0,0.05
9805274,Rare Penthouse Master Bedroom/Bath Nolita,165,0,0.12
9806373,"Bright Spacious Brooklyn Gem, 3 BR",140,273,3.06
9806634,Cozy room in sweet East Village Apt!,72,201,0.08
9806799,#Beautifully furnished 2 BR apt. near Central Park,369,331,
9807059,A room of one's own near Columbia U,63,0,
9807758,Doorman One bedroom Laundry!5128,165,321,0.05
9808151,"Lovely XL Studio,Lux bldg,24hr drmn",112,0,0.03
9808637,"Beautiful, Bright, Farmhouse Apt",119,0,0.07
9808859,Doorman Laundry One bedroom!5134,160,365,0.03
9809458,Deluxe Large 1-Bedroom Apt in WILLIAMSBURG NYC,170,0,0.32
9809784,Lux Interior Designer Brookyln Flat,995,89,0.02
9809911,Classic Brooklyn Charm,185,365,0.56
9810235,Tribeca Loft,500,0,
9810271,Private room in 4 BR on Riverside,48,183,2.31
9810506,Beautiful Luxury Tribeca Apartment,150,0,
9810696,MANNYS' PLACE,199,317,3.14
9811274,Large Room for 2! Hipstest hood for summer!,80,0,0.05
9813364,"1 lg. bedroom, north central park",60,0,
9818465,Sunny apt in morningside heights,125,1,0.16
9819018,A cozy room in Lower East Manhattan,62,0,0.05
9819164,Large Bay-Windowed by Citi-College,60,0,
9819437,3BR Modern Upper West CPW w/doorman,600,0,
9819545,Huge Space in E. Williamsburg Apt.,75,0,0.21
9819589,Designer's Studio with Cats +Yard,80,0,0.17
9820053,SoHo Studio,195,0,0.02
9820308,"Furnished 1 BR, near Times Square",68,0,0.02
9820483,A room in East Village: 2 weeks min,45,0,
9820533,1 BR Artist's Haven in Bed-Stuy,90,0,0.12
9820968,Large Stylish & Modern 1 BR Apt.,200,0,0.02
9821359,"Adorable, quiet Astoria apartment",30,0,
9821370,"Elegant, sunny and spacious room in Harlem",80,364,0.72
9821408,Cozy East Village apartment w Steinway piano,125,1,0.17
9822032,Shiyi Wang,70,0,
9822110,Bushwick Room in 3Bedroom Apt,50,0,
9822635,Beautiful Serene Bedroom,110,0,0.14
9822738,Beautiful Upper East Side Apt!,199,0,0.02
9822983,31 Dec - 1 Jan lovely Prospect room,40,0,0.02
9823085,Private room in bright apartment!,65,3,0.49
9823636,Cozy Room in Hell's Kitchen,85,0,0.02
9823806,Spacious 1BD-1 Block to Bedford L!,160,0,
9824042,21st Floor Bedroom in Doorman & Elevator Building,69,0,2.5
9824463,BK's Finest Courtyard Rm close to transportation,42,61,5
9824613,Studio near GramercyPark w/ Kitchen,120,0,0.11
9824682,1 bedroom apartment w/ Private yard,150,0,
9824807,Sunny Apt by Central Park North,130,0,0.42
9825420,Great for Work/Leisure w NYC Views!,85,0,
9825939,"Room in Luxury Apt, Williamsburg",100,0,
9826062,One Bedroom Midtown East Cozy 1 BR,210,248,1.54
9826081,"Bright apartment, Crown Heights",28,0,0.07
9826494,large room in 3 bedroom apartment,60,0,0.03
9826628,"Cozy Room, Huge Yard, Trendy Brooklyn",60,332,2.66
9826822,Beautiful/Comfy 1BR Brownstone,140,0,0.12
9827236,Beautiful Room with Private Balcony,69,0,
9827941,"Rm in Pvt Home, Nr Trn To NYC - NO CLEANING FEE",73,354,2.04
9828004,Private Rm - near NYC Transit - No Cleaning Fee,67,338,1.65
9831392,Cozy Modern Apartment Above Subway,123,0,
9832827,Full apartment,110,310,1.81
9832882,Greenwich Village 2BR family apt.,250,0,
9833212,Charming UWS Studio Loft,80,0,0.16
9833953,East Village 3br 2 bath Luxury,325,0,0.46
9835402,"Manhattan, luxury, 2 bedroom condo",300,0,
9835950,Vibey Bedroom in 2BR - Williamsburg,44,0,0.16
9836020,Newly Renovated Tribeca 2 br,197,0,
9836642,Spacious & upscale room (Long-term),60,0,
9836940,Bright & Sunny 2-Bed - Bushwick/Bed-Stuy Border!,165,274,4.37
9836960,Cozy Room in Cozy Apartment,30,0,0.11
9837205,Cozy private room in Bayridge Brooklyn New York,120,365,0.23
9837588,Bright Brooklyn Apartment,119,3,0.3
9838053,"Large, Furnished Bedroom in Bushwick",39,0,0.28
9838145,Bright 3 BR East Village apartment,250,0,
9838585,Pre-war 1 br in heart of BK Heights,130,0,
9838832,1 bd in 2bd steps 2 Lincoln Center,100,0,0.49
9838920,1 bedroom in Morningside Apartment,28,0,0.02
9839017,The new MBnb: No Breakfast. All Business.,149,149,0.58
9839263,Location Little Nana (only female),39,310,
9839378,Exposed Brick in the East Village,225,0,0.19
9839532,Large bedroom in Williamsburg- 10min Manhattan,100,88,
9839906,Beautiful sunny room in Brooklyn,45,0,0.22
9840355,Gorgeous apartment in West Village,120,0,0.03
9841191,Cozy Studio in the Heart of the UWS,99,0,0.12
9841695,"Beautiful , Peaceful , Paradise",206,365,0.81
9842117,Cozy and comfortable apart,120,323,1.29
9842363,Luxury apartment across One World,275,0,
9842492,Vibrant 1 Bedroom Apt.in Midtown,290,0,1.37
9842780,Grand apartment on 5th avenue,300,0,
9843277,Columbia apartment - Upper West,75,0,
9843634,"Spacious, quiet Greenpoint 1-bedroom",80,0,0.06
9843884,Beautiful and Warm Garden Apartment,150,365,0.37
9843892,Cozy East Village Brownstone,80,362,0.54
9843956,Cheerful studio near Prospect Park,70,0,0.09
9844047,Spacious Home South Prospect Park,130,0,0.02
9844161,[Prospect park] Brand New Huge Room,50,0,
9844482,Garden apartment oasis.,125,0,0.24
9844509,Prospect Park Palace,150,0,0.02
9844805,Bespoke 2 Building Garden Apartment,290,95,0.04
9844892,Family-friendly Village Apartment,210,0,
9845284,Clean Classic NYC Studio,150,0,0.03
9845314,Beautiful Duplex in Bushwick,129,0,0.12
9846114,"Spacious, Sunny,Beautiful Apartment",64,1,0.84
9846616,"Spacious Private Room, East Village",100,0,0.02
9847917,Furnished East Village room,60,0,0.02
9851704,Beautiful 1 bedroom apt in Bedstuy,120,0,0.21
9853674,Doorman 2 Bedroom W/ 3 beds Doorman Laundry!5213,180,255,0.16
9853884,1 Month Huge 1 Bdr UWS Morningside,45,0,
9853919,There's an Avenue D?,90,0,0.94
9854420,Beautiful one bedroom in Soho,200,0,0.48
9855028,Upscale 1 Bedroom Midtown West NYC Apartment,239,351,
9855043,Cozy Tribeca Studio,139,0,
9855273,Modern 1 bedroom apt. near Columbus Circle!,279,352,
9855566,Beautiful Room in Greenpoint Apt,95,0,
9855876,Large Room in LES ($80-100/night),70,0,0.07
9856683,"Large n Cozy Apt, 30 min to Midtown,Month Discount",90,0,0.09
9856995,Calm and Comfy room in Brooklyn,70,322,1.46
9857249,Big Bright 1BR Bed-Stuy Brownstone,94,0,0.16
9857658,Sunny 2 bedroom Apt (Chelsea),250,0,0.07
9857920,SWING FROM THE CHANDELIER,850,0,
9857967,Big Private Bedroom,85,334,0.95
9858259,"Private guest studio in the heart of Astoria, NYC",65,12,2.19
9858642,NYC Midtown West  2-BR Apt near Theater District!,369,345,0.02
9858645,Fabulous 1BA/1BD near Times Square,200,0,
9859181,2 bed/3 bed with parking,88,192,2.88
9859888,Apartment in Harlem,65,0,0.07
9860190,Deluxe Furnished 1-Bedroom Midtown West Apartment,239,363,
9860571,The RoyaltySpace @Williamsburg BK3,79,0,0.3
9860670,Deluxe Furnished 1-BR NYC apt. near Central Park!,239,363,
9860948,Modern 1 bedroom apt.  near Grand Central Station!,239,363,
9861196,Luxury 1-Bedroom Apartment in Midtown Gym+Pool,239,363,0.07
9861323,Cozy 10th St. Park Slope 1bdr apt,120,200,2.12
9861747,Breathtaking view 30th floor Bedroom in FIDI,175,26,2.95
9861797,Premium Central Park Experience,200,0,0.05
9862199,Cozy Studio Home on the UWS!,103,0,0.02
9862831,Pleasant studio Chelsea (Manhattan),80,0,
9862872,A cozy place in Bayridge,80,0,0.02
9862913,Room in Sunny Apt in Great Area,60,0,0.02
9863097,"Bright, cozy, room in Greenpoint",50,0,
9863626,"Private room in charming, comfortable & bright apt",50,0,0.1
9864121,Chelsea Studio - great city views,145,0,
9864137,Townhouse in beautiful brownstone area!,425,205,0.09
9864199,Greenwich Village Penthouse,275,0,
9864749,Spacious Bedroom in Flat Iron,150,0,
9864900,SPACIOUS MIDTOWN APT WITH BACKYARD,229,306,
9864926,GRAMERCY 1 BD APARTMENT - CENTRAL!!,200,335,0.03
9865262,Sunny 3 bedroom LES apartment,300,0,0.02
9865344,Room in beautiful Ditmas Park,47,0,0.05
9865374,Lovely 1Br Near Highline! (+2 cats),200,0,
9865506,Modern & Sun Filled 1BR in Gramercy,200,0,0.05
9865901,"Quiet, Spacious Studio - Moments from attractions!",180,0,0.19
9866039,"Modern, Large & Cozy 1 BR NYC Apt",270,0,0.19
9866779,Big bedroom with private bathroom!,30,0,0.02
9867629,Spacious Apt in East Williamsburg,170,270,0.44
9872904,Room in lovely LES apartment,55,0,0.02
9874042,Modern Bushwick Apt,185,0,
9874418,Private room in Greenpoint,30,0,0.02
9874710,Lux 1BR in the heart of NYC Theater district!,139,306,0.04
9875791,Cozy Big Room Next To Central Park,101,345,0.15
9875822,"Sunny, Quiet, Huge Room in UWS",85,0,
9876335,No Sleep 'Till Brooklyn! 2 Train (accommodates 1),50,362,0.74
9876492,"Spacious Room in Bushwick, Brooklyn",38,0,0.07
9876971,"❤️ of Wburg, 2.5 Rms, Sep Entrances",219,36,0.09
9877776,Standard Triple Room,325,360,
9879167,Beautiful apartment in Williamsburg,100,51,
9879216,Stay in a doll factory!,69,0,
9879235,Luxury 1 Bedroom Apt. in Midtown,275,0,0.15
9879556,**Luxury 1 Bedroom Upper East Side NYC Apt,249,273,0.06
9879796,Modern 2 Bedroom by Memorial Sloan Kettering!,249,272,
9880049,Furnished 1BR apt. near Empire State Building!,239,352,
9880140,"Huge amazing 1bdrm, Upper Manhattan",100,0,0.35
9880294,Bohemian Bushwick Loft,49,0,0.05
9880495,NYC Midtown West Luxury 1 bedroom apartment!,239,351,
9880664,A TASTE OF BROOKLYN,150,364,0.06
9880673,Lavish 1BR apt. near Madison Square Park!,239,352,
9880827,NYC luxury 1 BR apt near the Chrysler Building!,239,352,
9881195,HUGE Apartment - Close to Subway,150,0,0.02
9881339,light filled chic west village apt,200,0,
9881516,Private Bedroom in Heart of NYC,50,0,
9881685,Upscale and spacious 2bed/2bath Midtown West apt.,190,286,0.04
9882012,Stay in an artist warehouse!,59,0,
9882147,Private Room + Office in Duplex,40,0,
9882254,Owl's Landing - Garden Room,52,340,3.17
9882271,Sunny Greenpoint minimalist rental,89,0,0.07
9882440,"Spectacular, high-end 2BR apt close to Bryant Park",369,345,0.07
9883197,old style tenement apartment,100,0,
9883768,Best location in Williamsburg!,90,331,0.16
9883870,2 BR Apt Near Central Park UES,115,0,0.18
9884175,LES Private Room + Private Bath,150,0,
9884237,Central Park Luxury Studio,400,0,
9884516,Gorgeous Space in LIC/Astoria,66,0,0.02
9884725,New Condo Studio in Downtown NYC,180,0,
9885430,West Village 1-bedroom in co-op,149,0,
9885501,Private Bedroom in LES/East Village,89,0,0.56
9885815,"Studio in Chelsea, New York",85,0,
9885866,,67,0,
9886034,Charming Crown Heights Apartment,75,0,
9886606,Beautiful Bedroom & Bath For Rent!!,94,0,0.07
9886735,Bohemian Room in 2 bdr apt.,80,0,
9887326,"HUGE room, close to subway and CU!",70,0,0.05
9887681,NEW SUNNY PEACEFUL ROOM in Prime Williamsburg,115,121,
9887763,Spacious and comfortable rm in LIC,90,33,1.37
9888174,2-bd apt 20min metro to Manhattan,155,0,0.02
9894602,Large Room in Sunny Astoria Apt,65,0,0.05
9894741,Uptown Chic,60,0,
9894820,Upper East Side Manhattan 2 Bedroom,149,0,0.02
9895587,"Exposed brick bedroom, LIC Queens",70,63,2.6
9896731,BEDROOM IN UWS,100,0,0.02
9897418,Beautiful 1B apartment in Harlem!,120,0,
9898107,Murray Hill Luxury Furnished Rental,150,125,0.02
9898409,Small Cozy Studio - Brownstone,160,0,
9898894,"Charming, spacious UES studio",135,0,
9899132,Spacious Private 1-Bedroom Apartment,200,86,2.17
9899499,Beautiful Greenpoint Apartment,50,0,0.02
9899970,Cozy Nolita Apartment,225,176,0.68
9900100,"Sunny, Cozy Double Room in Brooklyn",35,326,0.39
9900120,Bedroom built for... just sleeping,45,0,0.02
9900224,"Quiet, private room Upper West Side",140,0,0.47
9900885,Entire Huge East Harlem Apt,160,0,0.88
9901423,Sunny Room in Brooklyn,35,272,0.47
9901546,cute spacious bk apartment,125,0,0.19
9901614,Modern sunny Wall St. apartment,160,0,0.02
9901706,Cute big one bedroom,180,0,
9902123,PERFECT 1 BEDROOM NEAR CENTRAL PARK,179,0,0.12
9902263,Upper West Side furnished studio,120,0,
9902314,Room in dreamy Greenpoint loft,70,0,0.05
9902343,Cozy Williamsburg,68,0,
9902915,BEDROOM IN UWS,100,0,
9902932,Big! 2.5 BR Heart of West Village,300,58,2.46
9903132,large Tribeca loft,152,0,0.37
9904386,East Village / Alphabety City Apt,100,0,0.09
9904570,HighRise Bryant Park Apt w NYC View,200,0,0.07
9905142,New York NY Downtown (East Village),250,13,0.47
9905474,Hamilton Heights Gem,200,0,
9906178,"Clean, cozy, & renovated apartment",200,0,0.05
9906415,"Spacious, modern 1BR by Times Sq",245,0,0.03
9906768,Soho/Greenwich Village Bedroom,79,0,0.07
9907257,"1 Bdr. Lower East Side, NY, 2 beds",175,0,0.02
9908067,"LARGE, SUNNY ROOM!",45,0,
9908400,East Village 1BR with private patio,180,0,
9910133,1 bed cozy studio @ Gramercy on Lex,139,0,0.02
9911887,Bright Loft in Heart of Williamsbug,220,5,0.65
9915508,Luxury Private Room With A View!,70,0,0.14
9915643,Lovely Suite (private bath) near Botanical garden,99,232,4.73
9916371,Beautiful stylish Brooklyn apartmen,120,0,0.08
9917384,Sunny Brooklyn 1 BR Condo with Balcony,178,0,0.56
9918524,Queen size room near Columbia Uni.,55,0,
9918963,Brooklyn Apt with Patio in Heart of Fort Greene,124,0,0.49
9919042,East Village Two Bedroom,380,0,
9919518,Spacious bedroom in shared 3 bdrm,55,0,
9919728,Nice Queens townhome with parking!,250,363,0.13
9920191,Bright 2 Bdrm Apt in Williamsburg,180,0,
9920363,Convenient Ridgewood Brownstone,375,364,0.13
9920607,Perfectly Located West Village 2BR,200,0,
9920626,Gorgeous 2BD LES Apartment,180,0,
9920941,Jewel On Parkside,65,320,0.26
9921366,Luxury Apartment w/ Rooftop Patio,65,0,
9921802,Sunny Cozy Room in Lovely Bed-Stuy,60,296,0.58
9922513,Cozy Room in Hell's Kitchen,60,0,0.02
9922753,Private room in Park Slope,45,0,0.02
9923319,Private room in brand new condo,50,0,
9923485,Quiet Brooklyn Apartment,74,27,0.02
9923887,Large (150sf) Sun-Drenched Room,50,0,0.63
9924665,Private Room in Greenpoint,60,0,0.07
9925100,Luxury Apartment on Park ave,150,0,0.02
9925373,Spacious East Williamsburg Duplex!,55,0,
9925507,The Fig: Brooklyn's TinyHome Cabin in Williamsburg,40,7,2.24
9925760,300sqft Bedroom in LES Duplex,120,0,0.02
9926058,"Spacious, Private Bushwick Room",35,0,0.02
